Municipi,Id_Llar,Any_Padro,Carrer,Numero
SFLL,137,1889,carretera,44
SFLL,51,1878,carretera,45
SFLL,43,1881,carretera,45
SFLL,22,1889,carretera,45
SFLL,52,1878,carretera,46
SFLL,44,1881,carretera,46
SFLL,638,1881,carretera,46
SFLL,138,1889,carretera,46
SFLL,53,1878,carretera,47
SFLL,45,1881,carretera,47
SFLL,23,1889,carretera,47
SFLL,54,1878,carretera,48
SFLL,46,1881,carretera,48
SFLL,139,1889,carretera,48
SFLL,62,1878,carretera,54
SFLL,52,1881,carretera,54
SFLL,142,1889,carretera,54
SFLL,63,1878,carretera,55
SFLL,64,1878,carretera,55
SFLL,53,1881,carretera,55
SFLL,27,1889,carretera,55
SFLL,65,1878,carretera,56
SFLL,55,1881,carretera,56
SFLL,143,1889,carretera,56
SFLL,66,1878,carretera,57
SFLL,54,1881,carretera,57
SFLL,29,1889,carretera,57
SFLL,67,1878,carretera,58
SFLL,56,1881,carretera,58
SFLL,144,1889,carretera,58
SFLL,69,1878,carretera,59
SFLL,57,1881,carretera,59
SFLL,30,1889,carretera,59
SFLL,70,1878,carretera,60
SFLL,58,1881,carretera,60
SFLL,145,1889,carretera,60
SFLL,76,1878,carretera,64
SFLL,62,1881,carretera,64
SFLL,147,1889,carretera,64
SFLL,77,1878,carretera,65
SFLL,662,1878,carretera,65
SFLL,663,1878,carretera,65
SFLL,63,1881,carretera,65
SFLL,33,1889,carretera,65
SFLL,78,1878,carretera,66
SFLL,79,1878,carretera,66
SFLL,148,1889,carretera,66
SFLL,80,1878,carretera,68
SFLL,65,1881,carretera,68
SFLL,149,1889,carretera,68
SFLL,81,1878,carretera,69
SFLL,66,1881,carretera,69
SFLL,35,1889,carretera,69
SFLL,82,1878,carretera,70
SFLL,67,1881,carretera,70
SFLL,150,1889,carretera,70
SFLL,109,1878,carretera,95
SFLL,95,1881,carretera,95
SFLL,47,1889,carretera,95
SFLL,110,1878,carretera,96
SFLL,114,1878,carretera,96
SFLL,96,1881,carretera,96
SFLL,111,1878,carretera,97
SFLL,48,1889,carretera,97
SFLL,112,1878,carretera,98
SFLL,664,1878,carretera,98
SFLL,97,1881,carretera,98
SFLL,162,1889,carretera,98
SFLL,113,1878,carretera,99
SFLL,49,1889,carretera,99
SFLL,115,1878,carretera,100
SFLL,116,1878,carretera,100
SFLL,117,1878,carretera,100
SFLL,234,1878,carretera,100
SFLL,100,1881,carretera,100
SFLL,163,1889,carretera,100
SFLL,118,1878,carretera,101
SFLL,119,1878,carretera,101
SFLL,101,1881,carretera,101
SFLL,120,1878,carretera,102
SFLL,102,1881,carretera,102
SFLL,164,1889,carretera,102
SFLL,129,1878,carretera,112
SFLL,115,1881,carretera,112
SFLL,167,1889,carretera,112
SFLL,132,1878,carretera,114
SFLL,118,1881,carretera,114
SFLL,168,1889,carretera,114
SFLL,133,1878,carretera,115
SFLL,119,1881,carretera,115
SFLL,59,1889,carretera,115
SFLL,134,1878,carretera,116
SFLL,120,1881,carretera,116
SFLL,169,1889,carretera,116
SFLL,135,1878,carretera,117
SFLL,122,1881,carretera,117
SFLL,60,1889,carretera,117
SFLL,136,1878,carretera,119
SFLL,124,1881,carretera,119
SFLL,61,1889,carretera,119
SFLL,150,1878,carretera,125
SFLL,131,1881,carretera,125
SFLL,151,1878,carretera,126
SFLL,132,1881,carretera,126
SFLL,174,1889,carretera,126
SFLL,152,1878,carretera,127
SFLL,134,1881,carretera,127
SFLL,65,1889,carretera,127
SFLL,153,1878,carretera,128
SFLL,135,1881,carretera,128
SFLL,175,1889,carretera,128
SFLL,155,1878,carretera,130
SFLL,138,1881,carretera,130
SFLL,176,1889,carretera,130
SFLL,156,1878,carretera,131
SFLL,139,1881,carretera,131
SFLL,68,1889,carretera,131
SFLL,164,1878,carretera,133
SFLL,142,1881,carretera,133
SFLL,69,1889,carretera,133
SFLL,165,1878,carretera,134
SFLL,661,1878,carretera,134
SFLL,143,1881,carretera,134
SFLL,166,1878,carretera,136
SFLL,167,1878,carretera,136
SFLL,146,1881,carretera,136
SFLL,178,1889,carretera,136
SFLL,168,1878,carretera,137
SFLL,147,1881,carretera,137
SFLL,71,1889,carretera,137
SFLL,169,1878,carretera,139
SFLL,150,1881,carretera,139
SFLL,170,1878,carretera,138
SFLL,148,1881,carretera,138
SFLL,179,1889,carretera,138
SFLL,171,1878,carretera,140
SFLL,151,1881,carretera,140
SFLL,172,1878,carretera,141
SFLL,173,1878,carretera,141
SFLL,174,1878,carretera,141
SFLL,673,1878,carretera,141
SFLL,152,1881,carretera,141
SFLL,73,1889,carretera,141
SFLL,175,1878,carretera,142
SFLL,176,1878,carretera,142
SFLL,154,1881,carretera,142
SFLL,180,1889,carretera,142
SFLL,177,1878,carretera,144
SFLL,181,1889,carretera,144
SFLL,178,1878,carretera,145
SFLL,156,1881,carretera,145
SFLL,75,1889,carretera,145
SFLL,179,1878,carretera,146
SFLL,182,1889,carretera,146
SFLL,180,1878,carretera,147
SFLL,158,1881,carretera,147
SFLL,181,1878,carretera,149
SFLL,160,1881,carretera,149
SFLL,76,1889,carretera,149
SFLL,182,1878,carretera,150
SFLL,183,1878,carretera,150
SFLL,162,1881,carretera,150
SFLL,184,1889,carretera,150
SFLL,184,1878,carretera,151
SFLL,163,1881,carretera,151
SFLL,77,1889,carretera,151
SFLL,185,1878,carretera,152
SFLL,164,1881,carretera,152
SFLL,185,1889,carretera,152
SFLL,186,1878,carretera,153
SFLL,187,1878,carretera,154
SFLL,166,1881,carretera,154
SFLL,186,1889,carretera,154
SFLL,188,1878,carretera,155
SFLL,167,1881,carretera,155
SFLL,78,1889,carretera,155
SFLL,189,1878,carretera,156
SFLL,168,1881,carretera,156
SFLL,188,1889,carretera,156
SFLL,190,1878,carretera,157
SFLL,191,1878,carretera,157
SFLL,170,1881,carretera,157
SFLL,79,1889,carretera,157
SFLL,192,1878,carretera,159
SFLL,193,1878,carretera,161
SFLL,173,1881,carretera,161
SFLL,194,1878,carretera,163
SFLL,195,1878,carretera,164
SFLL,196,1878,carretera,164
SFLL,175,1881,carretera,164
SFLL,192,1889,carretera,164
SFLL,197,1878,carretera,165
SFLL,198,1878,carretera,167
SFLL,200,1878,carretera,167
SFLL,80,1889,carretera,167
SFLL,199,1878,carretera,166
SFLL,176,1881,carretera,166
SFLL,193,1889,carretera,166
SFLL,201,1878,carretera,168
SFLL,178,1881,carretera,168
SFLL,194,1889,carretera,168
SFLL,202,1878,carretera,169
SFLL,203,1878,carretera,169
SFLL,204,1878,carretera,169
SFLL,179,1881,carretera,169
SFLL,81,1889,carretera,169
SFLL,205,1878,carretera,171
SFLL,182,1881,carretera,171
SFLL,82,1889,carretera,171
SFLL,206,1878,carretera,172
SFLL,183,1881,carretera,172
SFLL,196,1889,carretera,172
SFLL,207,1878,carretera,173
SFLL,184,1881,carretera,173
SFLL,84,1889,carretera,173
SFLL,208,1878,carretera,174
SFLL,186,1881,carretera,174
SFLL,197,1889,carretera,174
SFLL,209,1878,carretera,175
SFLL,210,1878,carretera,175
SFLL,187,1881,carretera,175
SFLL,85,1889,carretera,175
SFLL,211,1878,carretera,176
SFLL,635,1881,carretera,176
SFLL,198,1889,carretera,176
SFLL,212,1878,carretera,177
SFLL,190,1881,carretera,177
SFLL,86,1889,carretera,177
SFLL,213,1878,carretera,178
SFLL,191,1881,carretera,178
SFLL,214,1878,carretera,179
SFLL,188,1881,carretera,179
SFLL,87,1889,carretera,179
SFLL,215,1878,carretera,180
SFLL,192,1881,carretera,180
SFLL,199,1889,carretera,180
SFLL,216,1878,carretera,181
SFLL,217,1878,carretera,181
SFLL,194,1881,carretera,181
SFLL,89,1889,carretera,181
SFLL,218,1878,carretera,182
SFLL,195,1881,carretera,182
SFLL,200,1889,carretera,182
SFLL,219,1878,carretera,183
SFLL,196,1881,carretera,183
SFLL,90,1889,carretera,183
SFLL,220,1878,carretera,184
SFLL,198,1881,carretera,184
SFLL,201,1889,carretera,184
SFLL,221,1878,carretera,185
SFLL,199,1881,carretera,185
SFLL,91,1889,carretera,185
SFLL,222,1878,carretera,186
SFLL,200,1881,carretera,186
SFLL,202,1889,carretera,186
SFLL,223,1878,carretera,187
SFLL,92,1889,carretera,187
SFLL,224,1878,carretera,188
SFLL,203,1881,carretera,188
SFLL,203,1889,carretera,188
SFLL,225,1878,carretera,190
SFLL,206,1881,carretera,190
SFLL,226,1878,carretera,191
SFLL,207,1881,carretera,191
SFLL,95,1889,carretera,191
SFLL,227,1878,carretera,192
SFLL,228,1878,carretera,192
SFLL,208,1881,carretera,192
SFLL,229,1878,carretera,194
SFLL,230,1878,carretera,194
SFLL,231,1878,carretera,194
SFLL,232,1878,carretera,194
SFLL,211,1881,carretera,194
SFLL,205,1889,carretera,194
SFLL,233,1878,carretera,196
SFLL,214,1881,carretera,196
SFLL,206,1889,carretera,196
SFLL,235,1878,carretera,204
SFLL,239,1878,carretera,212
SFLL,231,1881,carretera,212
SFLL,211,1889,carretera,212
SFLL,240,1878,carretera,214
SFLL,241,1878,carretera,214
SFLL,212,1889,carretera,214
SFLL,242,1878,carretera,216
SFLL,235,1881,carretera,216
SFLL,213,1889,carretera,216
SFLL,258,1878,carretera,244
SFLL,264,1881,carretera,244
SFLL,229,1889,carretera,244
SFLL,264,1878,carretera,104
SFLL,104,1881,carretera,104
SFLL,165,1889,carretera,104
SFLL,672,1878,carretera,258
SFLL,274,1881,carretera,258
SFLL,235,1889,carretera,258
SFLL,16,1881,carretera,null
SFLL,32,1881,carretera,34
SFLL,132,1889,carretera,34
SFLL,59,1881,carretera,61
SFLL,31,1889,carretera,61
SFLL,60,1881,carretera,62
SFLL,146,1889,carretera,62
SFLL,61,1881,carretera,63
SFLL,32,1889,carretera,63
SFLL,64,1881,carretera,67
SFLL,34,1889,carretera,67
SFLL,68,1881,carretera,71
SFLL,36,1889,carretera,71
SFLL,69,1881,carretera,72
SFLL,151,1889,carretera,72
SFLL,70,1881,carretera,73
SFLL,71,1881,carretera,74
SFLL,152,1889,carretera,74
SFLL,72,1881,carretera,75
SFLL,37,1889,carretera,75
SFLL,73,1881,carretera,76
SFLL,153,1889,carretera,76
SFLL,74,1881,carretera,77
SFLL,75,1881,carretera,78
SFLL,154,1889,carretera,78
SFLL,76,1881,carretera,79
SFLL,38,1889,carretera,79
SFLL,77,1881,carretera,80
SFLL,155,1889,carretera,80
SFLL,78,1881,carretera,81
SFLL,39,1889,carretera,81
SFLL,79,1881,carretera,811
SFLL,80,1881,carretera,82
SFLL,156,1889,carretera,82
SFLL,81,1881,carretera,83
SFLL,40,1889,carretera,83
SFLL,82,1881,carretera,84
SFLL,83,1881,carretera,85
SFLL,84,1881,carretera,85
SFLL,85,1881,carretera,85
SFLL,86,1881,carretera,85
SFLL,87,1881,carretera,85
SFLL,88,1881,carretera,86
SFLL,157,1889,carretera,86
SFLL,89,1881,carretera,87
SFLL,42,1889,carretera,87
SFLL,90,1881,carretera,89
SFLL,43,1889,carretera,89
SFLL,91,1881,carretera,90
SFLL,159,1889,carretera,90
SFLL,92,1881,carretera,91
SFLL,45,1889,carretera,91
SFLL,93,1881,carretera,92
SFLL,160,1889,carretera,92
SFLL,94,1881,carretera,94
SFLL,161,1889,carretera,94
SFLL,98,1881,carretera,98
SFLL,99,1881,carretera,98
SFLL,103,1881,carretera,103
SFLL,53,1889,carretera,103
SFLL,106,1881,carretera,105
SFLL,54,1889,carretera,105
SFLL,107,1881,carretera,106
SFLL,108,1881,carretera,107
SFLL,55,1889,carretera,107
SFLL,110,1881,carretera,108
SFLL,166,1889,carretera,108
SFLL,111,1881,carretera,109
SFLL,56,1889,carretera,109
SFLL,112,1881,carretera,110
SFLL,114,1881,carretera,111
SFLL,57,1889,carretera,111
SFLL,116,1881,carretera,113
SFLL,58,1889,carretera,113
SFLL,123,1881,carretera,118
SFLL,170,1889,carretera,118
SFLL,126,1881,carretera,120
SFLL,171,1889,carretera,120
SFLL,127,1881,carretera,121
SFLL,62,1889,carretera,121
SFLL,128,1881,carretera,123
SFLL,63,1889,carretera,123
SFLL,130,1881,carretera,124
SFLL,173,1889,carretera,124
SFLL,136,1881,carretera,129
SFLL,66,1889,carretera,129
SFLL,140,1881,carretera,132
SFLL,177,1889,carretera,132
SFLL,144,1881,carretera,135
SFLL,70,1889,carretera,135
SFLL,155,1881,carretera,143
SFLL,74,1889,carretera,143
SFLL,159,1881,carretera,148
SFLL,183,1889,carretera,148
SFLL,171,1881,carretera,158
SFLL,189,1889,carretera,158
SFLL,172,1881,carretera,160
SFLL,190,1889,carretera,160
SFLL,174,1881,carretera,162
SFLL,191,1889,carretera,162
SFLL,180,1881,carretera,170
SFLL,195,1889,carretera,170
SFLL,204,1881,carretera,189
SFLL,636,1881,carretera,189
SFLL,94,1889,carretera,189
SFLL,210,1881,carretera,193
SFLL,96,1889,carretera,193
SFLL,212,1881,carretera,195
SFLL,97,1889,carretera,195
SFLL,215,1881,carretera,197
SFLL,98,1889,carretera,197
SFLL,216,1881,carretera,198
SFLL,207,1889,carretera,198
SFLL,218,1881,carretera,199
SFLL,99,1889,carretera,199
SFLL,219,1881,carretera,200
SFLL,208,1889,carretera,200
SFLL,220,1881,carretera,201
SFLL,100,1889,carretera,201
SFLL,222,1881,carretera,202
SFLL,209,1889,carretera,202
SFLL,223,1881,carretera,203
SFLL,101,1889,carretera,203
SFLL,224,1881,carretera,205
SFLL,102,1889,carretera,205
SFLL,226,1881,carretera,206
SFLL,210,1889,carretera,206
SFLL,227,1881,carretera,207
SFLL,103,1889,carretera,207
SFLL,228,1881,carretera,209
SFLL,104,1889,carretera,209
SFLL,230,1881,carretera,211
SFLL,105,1889,carretera,211
SFLL,232,1881,carretera,213
SFLL,106,1889,carretera,213
SFLL,234,1881,carretera,215
SFLL,107,1889,carretera,215
SFLL,236,1881,carretera,217
SFLL,108,1889,carretera,217
SFLL,238,1881,carretera,218
SFLL,214,1889,carretera,218
SFLL,239,1881,carretera,219
SFLL,240,1881,carretera,220
SFLL,215,1889,carretera,220
SFLL,242,1881,carretera,221
SFLL,109,1889,carretera,221
SFLL,243,1881,carretera,222
SFLL,216,1889,carretera,222
SFLL,244,1881,carretera,223
SFLL,110,1889,carretera,223
SFLL,246,1881,carretera,224
SFLL,217,1889,carretera,224
SFLL,247,1881,carretera,225
SFLL,111,1889,carretera,225
SFLL,248,1881,carretera,226
SFLL,218,1889,carretera,226
SFLL,250,1881,carretera,228
SFLL,219,1889,carretera,228
SFLL,251,1881,carretera,229
SFLL,252,1881,carretera,230
SFLL,222,1889,carretera,230
SFLL,254,1881,carretera,232
SFLL,223,1889,carretera,232
SFLL,255,1881,carretera,234
SFLL,224,1889,carretera,234
SFLL,256,1881,carretera,236
SFLL,225,1889,carretera,236
SFLL,258,1881,carretera,238
SFLL,226,1889,carretera,238
SFLL,259,1881,carretera,240
SFLL,227,1889,carretera,240
SFLL,260,1881,carretera,241
SFLL,117,1889,carretera,241
SFLL,262,1881,carretera,242
SFLL,228,1889,carretera,242
SFLL,263,1881,carretera,243
SFLL,266,1881,carretera,246
SFLL,230,1889,carretera,246
SFLL,267,1881,carretera,248
SFLL,268,1881,carretera,250
SFLL,231,1889,carretera,250
SFLL,270,1881,carretera,252
SFLL,232,1889,carretera,252
SFLL,271,1881,carretera,254
SFLL,233,1889,carretera,254
SFLL,272,1881,carretera,256
SFLL,234,1889,carretera,256
SFLL,275,1881,carretera,260
SFLL,236,1889,carretera,260
SFLL,276,1881,carretera,262
SFLL,237,1889,carretera,262
SFLL,278,1881,carretera,264
SFLL,238,1889,carretera,264
SFLL,279,1881,carretera,270
SFLL,241,1889,carretera,270
SFLL,280,1881,carretera,272
SFLL,242,1889,carretera,272
SFLL,28,1889,carretera,552
SFLL,41,1889,carretera,85
SFLL,44,1889,carretera,91
SFLL,46,1889,carretera,93
SFLL,50,1889,carretera,991
SFLL,51,1889,carretera,992
SFLL,52,1889,carretera,992
SFLL,67,1889,carretera,129
SFLL,83,1889,carretera,171
SFLL,88,1889,carretera,null
SFLL,93,1889,carretera,189
SFLL,112,1889,carretera,227
SFLL,113,1889,carretera,231
SFLL,114,1889,carretera,235
SFLL,115,1889,carretera,237
SFLL,116,1889,carretera,239
SFLL,130,1889,carretera,30
SFLL,158,1889,carretera,88
SFLL,172,1889,carretera,122
SFLL,187,1889,carretera,154
SFLL,220,1889,carretera,228
SFLL,221,1889,carretera,228
SFLL,239,1889,carretera,266
SFLL,240,1889,carretera,268
SFLL,243,1889,carretera,274
SFLL,244,1889,carretera,276
SFLL,245,1889,carretera,278
SFLL,246,1889,carretera,null
SFLL,247,1889,carretera,280
SFLL,248,1889,carretera,null
SFLL,249,1889,carretera,282
SFLL,250,1889,carretera,284
SFLL,251,1889,carretera,284
SFLL,252,1889,carretera,286
SFLL,253,1889,carretera,288
SFLL,562,1889,san antonio,1
SFLL,563,1889,san antonio,1
SFLL,564,1889,san antonio,1
SFLL,565,1889,san antonio,1
SFLL,566,1889,san antonio,1
SFLL,567,1889,san antonio,1
SFLL,568,1889,san antonio,1
SFLL,571,1889,san antonio,13
SFLL,572,1889,san antonio,15
SFLL,578,1889,san antonio,2
SFLL,573,1889,san antonio,17
SFLL,574,1889,san antonio,19
SFLL,570,1889,san antonio,11
SFLL,575,1889,san antonio,21
SFLL,569,1889,san antonio,9
SFLL,576,1889,san antonio,23
SFLL,583,1889,san antonio,12
SFLL,589,1889,san antonio,24
SFLL,581,1889,san antonio,8
SFLL,582,1889,san antonio,10
SFLL,584,1889,san antonio,14
SFLL,585,1889,san antonio,16
SFLL,586,1889,san antonio,18
SFLL,587,1889,san antonio,20
SFLL,579,1889,san antonio,4
SFLL,588,1889,san antonio,22
SFLL,577,1889,san antonio,25
SFLL,580,1889,san antonio,6
SFLL,95,1833,iglesia,null
SFLL,99,1833,iglesia,null
SFLL,101,1833,iglesia,null
SFLL,103,1833,iglesia,null
SFLL,105,1833,iglesia,null
SFLL,107,1833,iglesia,null
SFLL,109,1833,iglesia,null
SFLL,111,1833,iglesia,null
SFLL,94,1833,iglesia,1
SFLL,721,1839,iglesia,1
SFLL,514,1878,iglesia,1
SFLL,509,1881,iglesia,1
SFLL,483,1889,iglesia,1
SFLL,96,1833,iglesia,2
SFLL,722,1839,iglesia,2
SFLL,515,1878,iglesia,2
SFLL,510,1881,iglesia,2
SFLL,498,1889,iglesia,2
SFLL,97,1833,iglesia,3
SFLL,723,1839,iglesia,3
SFLL,724,1839,iglesia,3
SFLL,516,1878,iglesia,3
SFLL,511,1881,iglesia,3
SFLL,484,1889,iglesia,3
SFLL,98,1833,iglesia,4
SFLL,725,1839,iglesia,4
SFLL,517,1878,iglesia,4
SFLL,512,1881,iglesia,4
SFLL,499,1889,iglesia,4
SFLL,513,1881,iglesia,5
SFLL,485,1889,iglesia,5
SFLL,731,1839,iglesia,10
SFLL,522,1878,iglesia,10
SFLL,519,1881,iglesia,10
SFLL,501,1889,iglesia,10
SFLL,733,1839,iglesia,12
SFLL,524,1878,iglesia,12
SFLL,525,1878,iglesia,12
SFLL,521,1881,iglesia,12
SFLL,502,1889,iglesia,12
SFLL,108,1833,iglesia,13
SFLL,734,1839,iglesia,13
SFLL,526,1878,iglesia,13
SFLL,489,1889,iglesia,13
SFLL,524,1881,iglesia,16
SFLL,504,1889,iglesia,16
SFLL,100,1833,iglesia,6
SFLL,726,1839,iglesia,6
SFLL,518,1878,iglesia,6
SFLL,519,1878,iglesia,6
SFLL,735,1839,iglesia,14
SFLL,527,1878,iglesia,14
SFLL,522,1881,iglesia,14
SFLL,503,1889,iglesia,14
SFLL,727,1839,iglesia,7
SFLL,515,1881,iglesia,7
SFLL,486,1889,iglesia,7
SFLL,528,1878,iglesia,15
SFLL,523,1881,iglesia,15
SFLL,490,1889,iglesia,15
SFLL,104,1833,iglesia,9
SFLL,729,1839,iglesia,9
SFLL,730,1839,iglesia,9
SFLL,521,1878,iglesia,9
SFLL,517,1881,iglesia,9
SFLL,487,1889,iglesia,9
SFLL,102,1833,iglesia,8
SFLL,728,1839,iglesia,8
SFLL,520,1878,iglesia,8
SFLL,516,1881,iglesia,8
SFLL,500,1889,iglesia,8
SFLL,106,1833,iglesia,11
SFLL,732,1839,iglesia,11
SFLL,523,1878,iglesia,11
SFLL,520,1881,iglesia,11
SFLL,488,1889,iglesia,11
SFLL,110,1833,iglesia,19
